0.01    10.90
0.01    13.00
0.02    13.70
0.03    14.70
0.05    16.00
0.07    17.40
0.10    18.90
0.15    20.60
0.22    22.40
0.33    24.40
0.48    26.80
0.71    29.50
1.04    32.40
1.53    35.70
2.26    39.30
3.33    43.60
4.90    48.60
7.22    54.60
10.60   61.40
15.70   69.40
23.10   78.60
33.90   89.50
50.00   102.00
